0.54222,0.41122,1.7025,0.2381,0.91097,0.16573,1.183,0.2381,0.52781,1.3762,0.71882,0.20929,0.54359,0.40974,1.6455,0.23992,0.9116,0.16429,1.1812,0.23992,0.51252,1.3054,0.71978,0.21077,0.54446,0.40917,1.6682,0.23857,0.91191,0.16416,1.181,0.23857,0.51864,1.3486,0.72049,0.20979,0.54421,0.40924,1.6347,0.24017,0.91228,0.16397,1.1806,0.24017,0.51113,1.3019,0.72024,0.21095,0.54289,0.41063,1.6915,0.23835,0.9107,0.16528,1.1824,0.23835,0.52338,1.349,0.71933,0.20948,0.5439,0.40996,1.7175,0.2368,0.91102,0.16514,1.1822,0.2368,0.52894,1.3844,0.72017,0.20825,0.54335,0.41026,1.6734,0.23903,0.91137,0.16497,1.1819,0.23903,0.51845,1.3175,0.71968,0.20985,0.54489,0.4087,1.6439,0.23946,0.91166,0.16367,1.1803,0.23946,0.51041,1.2981,0.72079,0.21038,0.54201,0.4113,1.6901,0.23865,0.91085,0.16557,1.183,0.23865,0.52192,1.3352,0.71865,0.20984,0.54429,0.40912,1.6341,0.24016,0.91134,0.16383,1.1806,0.24016,0.50819,1.2823,0.72032,0.21084,0.54194,0.4113,1.6654,0.23985,0.91119,0.16541,1.1827,0.23985,0.51538,1.2916,0.71856,0.21055,0.54472,0.40872,1.6151,0.24081,0.912,0.16349,1.18,0.24081,0.50399,1.2618,0.72062,0.21127,0.54104,0.41192,1.6663,0.24008,0.91054,0.16569,1.1832,0.24008,0.51708,1.3077,0.71784,0.21096,0.8737,0.21881,56
0.15019,1.0391,0.41115,1.4452,0.2848,1.4957,3.8187,1.4452,8.48,101.97,0.28843,0.24451,0.14563,1.054,0.39439,1.5035,0.28657,1.4662,3.7962,1.5035,7.4709,90.632,0.28241,0.27147,0.14819,1.046,0.39821,1.5024,0.286,1.4718,3.7987,1.5024,7.5519,91.639,0.28471,0.26148,0.1431,1.0579,0.38886,1.5708,0.28506,1.4824,3.8042,1.5708,7.5313,90.563,0.27846,0.27706,0.14711,1.0484,0.41361,1.5081,0.28456,1.4659,3.8109,1.5081,7.5212,91.379,0.28532,0.26287,0.15112,1.0368,0.42064,1.4908,0.28416,1.4716,3.8127,1.4908,7.6148,92.888,0.28961,0.2504,0.14595,1.0493,0.41281,1.5476,0.28334,1.4826,3.8178,1.5476,7.6107,92.233,0.28364,0.26759,0.149,1.0406,0.40688,1.5077,0.28521,1.4716,3.8042,1.5077,7.5932,92.177,0.28606,0.25289,0.14576,1.0507,0.41763,1.5895,0.28352,1.4392,3.807,1.5895,6.6929,82.124,0.28523,0.28303,0.14607,1.0498,0.40225,1.5125,0.28579,1.4652,3.8012,1.5125,7.4776,90.663,0.28307,0.26366,0.14238,1.0575,0.41315,1.6296,0.28295,1.4502,3.8103,1.6296,6.724,82.108,0.28071,0.29467,0.14472,1.0519,0.399,1.5671,0.28431,1.483,3.8096,1.5671,7.5914,91.515,0.28102,0.26725,0.14345,1.0587,0.41087,1.6023,0.28374,1.4341,3.8068,1.6023,6.6077,80.901,0.28293,0.28992,0.80969,0.11489,250
0.42565,0.51321,1.9394,0.29531,0.46256,0.23556,2.2029,0.29531,0.64043,8.6395,0.60635,0.2788,0.42307,0.5157,1.8187,0.30843,0.46181,0.23443,2.2041,0.30843,0.50193,6.3307,0.6031,0.28428,0.42909,0.50929,1.9272,0.29386,0.46357,0.23458,2.2006,0.29386,0.5849,7.7386,0.61049,0.27418,0.42937,0.51272,1.8573,0.2983,0.46467,0.23359,2.1988,0.2983,0.55263,7.0319,0.61188,0.27529,0.42465,0.51304,1.9078,0.29888,0.46227,0.2355,2.2042,0.29888,0.60927,8.212,0.60488,0.2803,0.43102,0.5059,2.0093,0.28475,0.46429,0.23571,2.2,0.28475,0.67199,9.3272,0.61271,0.26957,0.42868,0.5143,1.8571,0.29796,0.46552,0.23462,2.1978,0.29796,0.56565,7.2447,0.61153,0.27598,0.42816,0.51065,1.8935,0.29736,0.46365,0.23483,2.2008,0.29736,0.5611,7.3681,0.60951,0.27541,0.4238,0.51341,1.8047,0.30741,0.46361,0.23539,2.2026,0.30741,0.50874,6.6584,0.60437,0.28294,0.42315,0.51509,1.8122,0.30905,0.46181,0.23466,2.2045,0.30905,0.50234,6.3633,0.60303,0.28396,0.42321,0.51823,1.6953,0.31573,0.46501,0.23457,2.2,0.31573,0.43996,5.4625,0.60502,0.28563,0.42789,0.51502,1.807,0.30354,0.46481,0.23383,2.1988,0.30354,0.51182,6.3726,0.61039,0.27752,0.41943,0.51728,1.7634,0.31521,0.46166,0.23536,2.2066,0.31521,0.49383,6.4032,0.59847,0.28971,0.74696,0.09629,258
0.076527,1.3066,0.20003,0.63371,0.18534,4.7166,6.3471,0.63371,53.148,1019.8,0.14721,0.25676,0.068836,1.3425,0.20166,0.68738,0.1838,4.6537,6.3516,0.68738,50.278,962.96,0.13605,0.30233,0.073777,1.3138,0.20205,0.64758,0.18325,4.6853,6.3666,0.64758,50.903,978.31,0.14224,0.27289,0.065561,1.36,0.20308,0.74569,0.18357,4.6335,6.3561,0.74569,48.127,933.6,0.13356,0.3408,0.069455,1.3444,0.19878,0.70313,0.1858,4.7071,6.3392,0.70313,51.674,996.07,0.13806,0.30462,0.077835,1.2956,0.19871,0.62058,0.18501,4.7649,6.3617,0.62058,53.697,1036.2,0.14748,0.24121,0.06987,1.3383,0.20043,0.69459,0.18554,4.7005,6.3428,0.69459,51.539,996.73,0.13948,0.29558,0.069336,1.3409,0.20199,0.69534,0.1839,4.6537,6.345,0.69534,49.993,954.68,0.13627,0.30408,0.06611,1.3479,0.19799,0.7513,0.18845,4.7201,6.3161,0.7513,51.229,983.19,0.13006,0.3168,0.065974,1.3616,0.2015,0.72994,0.18433,4.6284,6.3343,0.72994,49.223,939.4,0.13184,0.32713,0.063063,1.3653,0.19877,0.78095,0.18854,4.6964,6.3125,0.78095,50.26,970.7,0.12672,0.33124,0.063459,1.3722,0.20303,0.77488,0.18426,4.6109,6.3345,0.77488,47.76,920.29,0.12947,0.35669,0.061046,1.3817,0.19844,0.83467,0.18922,4.6557,6.2926,0.83467,48.965,937.55,0.12293,0.36503,0.7488,0.052068,266
0.42916,0.50187,2.2492,0.2129,0.85984,0.27363,1.3182,0.2129,1.8827,14.392,0.61174,0.18552,0.42141,0.51044,2.1018,0.23641,0.86228,0.27097,1.3158,0.23641,1.6675,11.55,0.60609,0.20153,0.43699,0.49421,2.3488,0.19773,0.85955,0.27258,1.3148,0.19773,2.04,16.926,0.61898,0.17639,0.4285,0.5061,2.1476,0.22734,0.85794,0.27086,1.3119,0.22734,1.7469,12.323,0.61391,0.19345,0.42296,0.51054,2.0872,0.23727,0.85984,0.27129,1.3149,0.23727,1.6314,10.908,0.60825,0.19936,0.43743,0.49584,2.3228,0.20102,0.85738,0.27213,1.3133,0.20102,1.9769,15.824,0.62033,0.17755,0.43052,0.50544,2.1462,0.22772,0.85641,0.26892,1.3093,0.22772,1.6911,11.58,0.61654,0.19311,0.42725,0.50705,2.1446,0.22834,0.85923,0.27049,1.3122,0.22834,1.7428,12.594,0.61266,0.19533,0.43379,0.50068,2.2355,0.21494,0.85776,0.2693,1.3104,0.21494,1.8137,13.516,0.6185,0.18668,0.41643,0.5172,1.9572,0.25717,0.86179,0.26977,1.3137,0.25717,1.48,9.1567,0.60297,0.21186,0.42798,0.50851,2.0666,0.23975,0.8569,0.2662,1.3062,0.23975,1.5612,9.9945,0.61532,0.201,0.42365,0.51226,2.0236,0.2457,0.85761,0.26838,1.3093,0.2457,1.5507,9.8134,0.61089,0.20421,0.42229,0.51172,2.0509,0.24251,0.85952,0.27009,1.3134,0.24251,1.5634,9.9699,0.60823,0.20191,1.0213,0.30227,131
0.49889,0.43433,2.4511,0.086987,0.83253,0.35855,1.3638,0.086987,3.7681,32.758,0.65539,0.062282,0.49703,0.43658,2.4434,0.092307,0.83321,0.35627,1.3629,0.092307,3.7324,32.68,0.65374,0.065184,0.49707,0.42924,2.5045,0.071181,0.8329,0.35987,1.3693,0.071181,4.0895,40.506,0.65055,0.05783,0.47665,0.46303,2.2883,0.12695,0.83445,0.36049,1.3714,0.12695,3.3861,27.122,0.63827,0.082476,0.49209,0.44808,2.3731,0.11101,0.8332,0.35573,1.3606,0.11101,3.4932,28.415,0.65287,0.073927,0.50092,0.42764,2.5164,0.070421,0.83348,0.35836,1.3655,0.070421,4.0662,40.076,0.65519,0.057697,0.49055,0.4474,2.3829,0.10841,0.83678,0.35603,1.3634,0.10841,3.5111,28.944,0.65012,0.072386,0.49205,0.44158,2.4473,0.091006,0.83371,0.3565,1.3659,0.091006,3.7897,35.155,0.64937,0.067832,0.49604,0.44022,2.452,0.095435,0.8354,0.35265,1.3593,0.095435,3.7215,33.89,0.65468,0.069207,0.49042,0.44873,2.3717,0.11279,0.83325,0.35463,1.3613,0.11279,3.4838,28.649,0.65074,0.07447,0.49367,0.44556,2.3952,0.11333,0.83898,0.35013,1.3566,0.11333,3.4358,28.205,0.65399,0.073981,0.47854,0.46333,2.2846,0.13306,0.83569,0.35636,1.3669,0.13306,3.2209,24.487,0.64117,0.08416,0.48622,0.45876,2.2879,0.13648,0.83362,0.35261,1.3577,0.13648,3.1682,23.353,0.65031,0.083528,0.86706,0.21501,544
0.3675,0.59268,1.8562,0.13286,0.37336,0.46383,2.8516,0.13286,2.8022,29.114,0.54553,0.11967,0.3725,0.58612,1.9022,0.13481,0.3748,0.45017,2.8481,0.13481,2.5484,26.682,0.55099,0.12037,0.37378,0.57236,1.916,0.12228,0.37724,0.45695,2.8478,0.12228,2.8396,30.236,0.54923,0.11407,0.35241,0.60706,1.812,0.17661,0.37946,0.45306,2.8487,0.17661,2.4701,24.391,0.53234,0.15312,0.35981,0.60824,1.8241,0.15967,0.37282,0.45501,2.8495,0.15967,2.3284,22.681,0.54068,0.13501,0.37532,0.57346,1.8996,0.115,0.37541,0.46462,2.8484,0.115,2.863,30.13,0.54925,0.10563,0.36187,0.59425,1.846,0.14795,0.378,0.46017,2.8468,0.14795,2.6696,27.329,0.53885,0.13072,0.36919,0.58549,1.8979,0.13476,0.37663,0.45332,2.8469,0.13476,2.6017,26.954,0.54643,0.12269,0.36507,0.59744,1.8631,0.15011,0.37464,0.45045,2.8469,0.15011,2.4497,24.724,0.54512,0.13079,0.36651,0.59921,1.8728,0.15327,0.3741,0.44567,2.8476,0.15327,2.242,22.328,0.54729,0.1313,0.36496,0.59478,1.8708,0.15666,0.37748,0.44565,2.8438,0.15666,2.3774,24.297,0.54436,0.13501,0.35203,0.61063,1.8125,0.17433,0.37888,0.45337,2.8482,0.17433,2.4558,24.416,0.53222,0.15229,0.3501,0.62613,1.7718,0.19271,0.37171,0.44542,2.8503,0.19271,2.024,18.938,0.53576,0.1576,0.87583,0.19123,551
0.69661,0.28637,4.7126,0.059911,0.92045,0.17643,1.1624,0.059911,1.9611,15.61,0.82627,0.053987,0.70844,0.27801,4.9025,0.060221,0.92619,0.16738,1.1531,0.060221,1.8929,15.546,0.83432,0.05383,0.70716,0.27643,4.9274,0.052071,0.92564,0.17228,1.1577,0.052071,2.0354,18.014,0.83297,0.048702,0.69422,0.29435,4.5517,0.076288,0.92737,0.17062,1.1569,0.076288,1.7496,12.735,0.82578,0.064818,0.69914,0.2866,4.7763,0.067729,0.92244,0.16746,1.1557,0.067729,1.7324,12.673,0.82854,0.060036,0.70501,0.27587,4.9624,0.04902,0.92205,0.17315,1.1602,0.04902,1.9908,16.81,0.83126,0.047111,0.69864,0.2877,4.7267,0.067122,0.92487,0.16976,1.157,0.067122,1.7877,13.376,0.82819,0.059029,0.70534,0.28115,4.8467,0.061232,0.92605,0.16897,1.1547,0.061232,1.9172,16.329,0.83237,0.055007,0.70936,0.27741,5.0286,0.062007,0.92535,0.16102,1.1495,0.062007,1.7118,13.057,0.8352,0.057295,0.707,0.28149,4.8297,0.068067,0.92644,0.16436,1.1506,0.068067,1.7798,13.909,0.83383,0.059089,0.71078,0.2784,4.9715,0.067913,0.92826,0.15807,1.1463,0.067913,1.6367,11.919,0.83645,0.060338,0.69535,0.29443,4.522,0.079943,0.92746,0.16877,1.1548,0.079943,1.7126,12.355,0.82671,0.066624,0.70035,0.28899,4.7218,0.081035,0.92436,0.1585,1.1483,0.081035,1.472,9.2337,0.83011,0.069457,0.82876,0.13068,559
0.18701,0.87479,0.62208,0.20969,0.38276,1.495,3.1204,0.20969,9.1601,182.35,0.25595,0.11947,0.15914,0.9492,0.58959,0.39306,0.38755,1.4769,3.1349,0.39306,7.2722,134.05,0.23377,0.20377,0.16354,0.92879,0.59591,0.33006,0.39147,1.5024,3.1328,0.33006,8.78,165.69,0.23491,0.18846,0.15502,0.95677,0.57662,0.42816,0.39049,1.4972,3.1442,0.42816,7.2024,132.94,0.22986,0.21475,0.17645,0.90112,0.61319,0.24446,0.37985,1.5011,3.1096,0.24446,9.8319,191.89,0.24826,0.15217,0.18934,0.85655,0.62871,0.15023,0.38179,1.5135,3.1156,0.15023,11.414,233.63,0.25515,0.11638,0.17184,0.92013,0.59518,0.31499,0.37955,1.5054,3.1341,0.31499,8.175,156.34,0.24478,0.15875,0.1618,0.9466,0.58047,0.38186,0.38541,1.5069,3.1389,0.38186,7.8854,147.06,0.2317,0.19097,0.153,0.9438,0.5886,0.36977,0.37015,1.5097,3.1319,0.36977,9.2539,172.28,0.22516,0.22778,0.15915,0.95712,0.58081,0.41615,0.38346,1.4817,3.1313,0.41615,7.136,129.88,0.23148,0.2011,0.1491,0.96639,0.57223,0.46398,0.3687,1.4914,3.1431,0.46398,7.1852,131.66,0.22524,0.23941,0.15592,0.96699,0.56371,0.46698,0.38313,1.5014,3.1575,0.46698,6.4375,121.07,0.22913,0.20735,0.14792,0.96056,0.57667,0.44319,0.36721,1.501,3.1322,0.44319,8.0018,144.17,0.2233,0.24755,0.7112,0.054457,79
0.25119,0.8379,0.64006,0.32569,0.5168,1.3778,2.3677,0.32569,26.452,358.88,0.42716,0.16561,0.22089,0.91309,0.56758,0.57011,0.51631,1.4045,2.3698,0.57011,24.448,317.5,0.40148,0.22026,0.23262,0.88058,0.60914,0.42669,0.51746,1.3896,2.3639,0.42669,26.046,346.46,0.41145,0.19946,0.21578,0.92351,0.55245,0.62321,0.51559,1.4102,2.3738,0.62321,23.507,292.12,0.39717,0.22996,0.23301,0.86905,0.62116,0.41392,0.50626,1.3776,2.3696,0.41392,25.787,347.07,0.40864,0.19914,0.25794,0.79155,0.6907,0.19075,0.50824,1.3533,2.3598,0.19075,28.601,408.14,0.42759,0.15274,0.22995,0.87439,0.62026,0.42,0.50642,1.3727,2.3689,0.42,25.498,342.13,0.40631,0.21009,0.21632,0.91071,0.58608,0.55223,0.50837,1.3734,2.3595,0.55223,23.949,308,0.39401,0.23038,0.22809,0.88106,0.61049,0.43065,0.50749,1.3928,2.3674,0.43065,26.71,362.99,0.4053,0.21231,0.2102,0.93155,0.55001,0.6712,0.50683,1.3924,2.3668,0.6712,22.871,288.12,0.3888,0.23919,0.21585,0.91467,0.5685,0.57932,0.50681,1.4029,2.3723,0.57932,24.761,327.54,0.39465,0.2343,0.20413,0.94312,0.53375,0.72502,0.50686,1.3959,2.3675,0.72502,21.899,264.54,0.38337,0.25528,0.21396,0.91999,0.55615,0.62076,0.50522,1.4136,2.3771,0.62076,24.096,305.12,0.3929,0.23619,0.80465,0.07899,652
0.1421,1.0344,0.45905,0.25016,0.24445,2.0466,4.5719,0.25016,10.276,272.21,0.25577,0.19689,0.11817,1.0931,0.48135,0.46276,0.23688,1.8567,4.5849,0.46276,4.6705,166.43,0.23371,0.31954,0.12415,1.0805,0.47791,0.42998,0.23784,1.8785,4.5858,0.42998,5.0481,172.53,0.24225,0.28734,0.11921,1.0991,0.48553,0.46791,0.23704,1.8107,4.5927,0.46791,4.4207,153.94,0.238,0.30985,0.12052,1.06,0.47561,0.40246,0.23716,1.9363,4.5477,0.40246,7.3585,210.31,0.22318,0.31555,0.13056,1.0171,0.47647,0.2998,0.23979,1.9796,4.5389,0.2998,8.1379,234.6,0.23406,0.26439,0.12194,1.0731,0.47137,0.38399,0.23922,1.9402,4.5552,0.38399,6.7259,205.38,0.22994,0.29294,0.10711,1.102,0.48055,0.65306,0.23116,1.8409,4.5709,0.65306,3.7276,153.35,0.19704,0.4344,0.13097,1.0623,0.51007,0.36464,0.2405,1.7596,4.5626,0.36464,3.0604,138.74,0.24994,0.26203,0.10721,1.0966,0.49004,0.68021,0.23015,1.8072,4.5649,0.68021,3.688,149.04,0.19177,0.44976,0.124,1.0857,0.50691,0.39638,0.24094,1.7507,4.5655,0.39638,2.6556,132.2,0.24397,0.29253,0.10524,1.1191,0.48279,0.65984,0.23076,1.8014,4.582,0.65984,3.4796,145.36,0.20005,0.42654,0.12449,1.0794,0.51612,0.4141,0.2376,1.7076,4.5733,0.4141,2.822,124.25,0.2423,0.2933,0.70934,0.038252,660
0.19899,0.84768,0.78526,0.14386,0.30181,1.1971,3.6943,0.14386,0.43428,71.501,0.31634,0.12608,0.18193,0.89359,0.7906,0.21907,0.29958,1.1444,3.6897,0.21907,-0.012576,59.973,0.30362,0.18063,0.19576,0.85831,0.80731,0.16809,0.30049,1.1482,3.6904,0.16809,0.42252,68.253,0.31644,0.14574,0.18605,0.88414,0.80668,0.20727,0.30069,1.1256,3.691,0.20727,0.073932,59.942,0.3084,0.17359,0.18407,0.87975,0.79099,0.19823,0.29696,1.1614,3.6901,0.19823,0.33243,64.871,0.30477,0.17567,0.19892,0.83973,0.79695,0.14124,0.29867,1.1833,3.6893,0.14124,0.86212,77.334,0.31749,0.13474,0.18373,0.88666,0.78007,0.19916,0.29973,1.1756,3.6872,0.19916,0.28116,65.432,0.30416,0.17179,0.18043,0.8915,0.79183,0.22345,0.29673,1.1442,3.6871,0.22345,0.17126,61.979,0.30237,0.18919,0.18817,0.87312,0.81723,0.19614,0.29762,1.1192,3.6891,0.19614,0.43506,64.671,0.31071,0.17328,0.17195,0.9113,0.78425,0.26069,0.29564,1.1354,3.6866,0.26069,-0.13076,56.194,0.29389,0.21436,0.17767,0.90301,0.79732,0.23823,0.29907,1.1229,3.6865,0.23823,-0.0077474,57.156,0.30069,0.19834,0.17569,0.9067,0.78944,0.24919,0.29727,1.1301,3.6873,0.24919,-0.066086,56.984,0.29824,0.20295,0.18067,0.89041,0.81886,0.2282,0.29595,1.0983,3.6905,0.2282,0.063525,56.391,0.30369,0.19673,0.78536,0.046369,55
0.22999,0.81195,0.8406,0.16981,0.26145,1.0976,4.119,0.16981,3.539,94.557,0.32322,0.12276,0.20955,0.8658,0.79834,0.27802,0.26191,1.0934,4.116,0.27802,2.8308,80.493,0.3093,0.16518,0.22141,0.83211,0.82627,0.21125,0.26254,1.0935,4.1078,0.21125,3.4648,90.123,0.32029,0.1376,0.2071,0.87224,0.79506,0.29435,0.26177,1.0878,4.118,0.29435,2.6997,78.548,0.30772,0.17109,0.21906,0.83034,0.83843,0.2122,0.25978,1.078,4.1031,0.2122,3.2104,86.103,0.31593,0.14834,0.23823,0.77073,0.8773,0.11942,0.26052,1.0791,4.094,0.11942,4.1794,101.34,0.33175,0.1052,0.21763,0.83756,0.83164,0.22288,0.25959,1.0808,4.1078,0.22288,3.2484,86.356,0.31499,0.1516,0.21132,0.85572,0.81208,0.26349,0.26051,1.0831,4.1015,0.26349,2.9399,81.289,0.31346,0.16062,0.21559,0.83572,0.83613,0.23159,0.2598,1.0704,4.091,0.23159,3.2964,84.314,0.3168,0.15469,0.20296,0.87842,0.7905,0.31443,0.26,1.0832,4.1075,0.31443,2.4978,75.063,0.30492,0.18096,0.20517,0.86757,0.80502,0.29901,0.25905,1.0728,4.1028,0.29901,2.704,75.491,0.30638,0.17841,0.20018,0.8883,0.78173,0.33563,0.25963,1.0823,4.1143,0.33563,2.3653,73.043,0.30284,0.18703,0.20283,0.8714,0.80412,0.30807,0.25876,1.0685,4.1038,0.30807,2.559,73.985,0.30453,0.18432,0.74771,0.073031,87
